"","Vez","Codigo","C1","C2","EP","C3","C4","EF","Prom","Sust","Final","Curso","Ciclo"
"1606","2","127181",12,8,16,5,6,17,11,"ND",11,"Gestion de TI",8
"1607","1","140980",14,17,12,15,15,12,14,"ND",14,"Gestion de TI",8
"1608","1","97263",5,15,17,16,17,10,14,"ND",14,"Gestion de TI",8
"1609","3","78851",10,11,9,12,14,8,11,"ND",11,"Gestion de TI",8
"1610","1","126703",13,16,9,14,7,11,11,"ND",11,"Gestion de TI",8
"1611","1","79874",16,9,13,12,7,10,10,"ND",10,"Gestion de TI",8
"1612","1","140274",14,11,14,13,11,11,12,"ND",12,"Gestion de TI",8
"1613","1","136734",13,13,17,6,10,16,13,"ND",13,"Gestion de TI",8
"1614","1","136981",5,10,17,6,15,13,13,"ND",13,"Gestion de TI",8
"1615","1","122070",12,15,11,11,11,15,12,"ND",12,"Gestion de TI",8
"1616","1","139016",5,9,13,12,8,17,12,"ND",12,"Gestion de TI",8
"1617","1","135888",14,14,14,13,13,13,13,"ND",13,"Proyecto de Investigacion",8
"1618","1","100425",12,12,12,12,12,12,12,"ND",12,"Proyecto de Investigacion",8
"1619","1","134691",18,18,18,18,18,18,18,"ND",18,"Proyecto de Investigacion",8
"1620","1","136442",16,16,16,15,15,15,15,"ND",15,"Proyecto de Investigacion",8
"1621","1","127441",11,11,11,13,13,13,12,"ND",12,"Proyecto de Investigacion",8
"1622","1","77661",12,12,6,12,12,11,11,"14",12,"Proyecto de Investigacion",8
"1623","1","136852",16,16,16,15,15,15,15,"ND",15,"Proyecto de Investigacion",8
"1624","1","137803",18,18,18,18,18,18,18,"ND",18,"Proyecto de Investigacion",8
"1625","1","111961",12,12,12,10,10,10,11,"ND",11,"Proyecto de Investigacion",8
"1626","1","64636",12,12,12,12,12,12,12,"ND",12,"Proyecto de Investigacion",8
"1627","1","138181",15,15,14,15,15,15,15,"ND",15,"Proyecto de Investigacion",8
"1628","1","140387",15,15,11,14,14,15,14,"ND",14,"Proyecto de Investigacion",8
"1629","1","138881",16,16,14,16,16,16,16,"ND",16,"Proyecto de Investigacion",8
"1630","1","144843",12,12,12,12,12,12,12,"ND",12,"Proyecto de Investigacion",8
"1631","1","136009",12,12,13,12,12,13,12,"ND",12,"Proyecto de Investigacion",8
"1632","1","98665",18,18,18,18,18,18,18,"ND",18,"Proyecto de Investigacion",8
"1633","1","136762",16,16,16,15,15,15,15,"ND",15,"Proyecto de Investigacion",8
"1634","1","77693",13,13,13,13,13,12,13,"ND",13,"Proyecto de Investigacion",8
"1635","1","136067",17,17,17,16,16,16,16,"ND",16,"Proyecto de Investigacion",8
"1636","1","138758",13,13,13,16,16,16,15,"ND",15,"Proyecto de Investigacion",8
"1637","1","138588",12,12,12,11,11,11,11,"ND",11,"Proyecto de Investigacion",8
"1638","1","140980",13,13,13,13,13,9,12,"ND",12,"Proyecto de Investigacion",8
"1639","1","108555",12,12,10,12,12,12,12,"ND",12,"Proyecto de Investigacion",8
"1640","1","125173",9,9,9,9,9,9,9,"ND",9,"Proyecto de Investigacion",8
"1641","1","140274",14,14,14,11,11,11,12,"ND",12,"Proyecto de Investigacion",8
"1642","1","136734",14,14,14,14,14,11,13,"ND",13,"Proyecto de Investigacion",8
"1643","1","136981",16,16,16,15,15,14,15,"ND",15,"Proyecto de Investigacion",8
"1644","1","122070",18,18,18,18,18,18,18,"ND",18,"Proyecto de Investigacion",8
"1645","1","125030",9,9,9,9,9,9,9,"ND",9,"Proyecto de Investigacion",8
"1646","2","89678",12,12,9,12,12,11,11,"14",12,"Proyecto de Investigacion",8
"1647","1","104624",8,8,8,8,8,7,8,"ND",8,"Proyecto de Investigacion",8
"1648","1","100985",14,14,14,14,14,12,14,"ND",14,"Proyecto de Investigacion",8
"1649","1","139782",14,14,14,14,14,10,13,"ND",13,"Proyecto de Investigacion",8
"1650","1","132138",14,14,14,14,14,11,13,"ND",13,"Proyecto de Investigacion",8
"1651","1","135888",14,14,14,13,13,13,13,"ND",13,"Sistema de Soporte de Decision",8
"1652","2","100425",12,12,12,12,12,12,12,"ND",12,"Sistema de Soporte de Decision",8
"1653","1","134691",14,14,13,14,16,15,15,"ND",15,"Sistema de Soporte de Decision",8
"1654","1","136442",15,16,16,15,15,15,15,"ND",15,"Sistema de Soporte de Decision",8
"1655","1","127441",11,11,11,13,13,13,12,"ND",12,"Sistema de Soporte de Decision",8
"1656","1","136852",16,16,16,15,15,15,15,"ND",15,"Sistema de Soporte de Decision",8
"1657","1","137803",15,15,14,13,14,15,14,"ND",14,"Sistema de Soporte de Decision",8
"1658","2","64636",12,12,12,12,12,12,12,"ND",12,"Sistema de Soporte de Decision",8
"1659","1","138181",15,15,14,15,15,15,15,"ND",15,"Sistema de Soporte de Decision",8
"1660","1","140387",15,15,11,14,14,15,14,"ND",14,"Sistema de Soporte de Decision",8
"1661","1","138881",16,16,14,16,16,16,16,"ND",16,"Sistema de Soporte de Decision",8
"1662","2","144843",12,12,12,12,12,12,12,"ND",12,"Sistema de Soporte de Decision",8
"1663","2","136009",12,12,13,12,12,13,12,"ND",12,"Sistema de Soporte de Decision",8
"1664","1","98665",14,15,16,14,15,14,15,"ND",15,"Sistema de Soporte de Decision",8
"1665","1","136762",16,16,16,15,15,15,15,"ND",15,"Sistema de Soporte de Decision",8
"1666","1","77693",13,13,13,13,13,12,13,"ND",13,"Sistema de Soporte de Decision",8
"1667","1","136067",17,17,15,16,16,13,15,"ND",15,"Sistema de Soporte de Decision",8
"1668","1","138758",13,13,13,16,16,16,15,"ND",15,"Sistema de Soporte de Decision",8
"1669","1","138588",16,12,8,14,16,14,13,"ND",13,"Sistema de Soporte de Decision",8
"1670","1","140980",13,13,13,13,13,9,12,"ND",12,"Sistema de Soporte de Decision",8
"1671","1","108555",12,12,10,12,12,12,12,"ND",12,"Sistema de Soporte de Decision",8
"1672","1","126329",12,14,10,13,14,11,12,"ND",12,"Sistema de Soporte de Decision",8
"1673","1","125173",13,9,9,14,9,11,10,"13",11,"Sistema de Soporte de Decision",8
"1674","1","140274",14,14,14,13,14,14,14,"ND",14,"Sistema de Soporte de Decision",8
"1675","1","136734",14,14,14,14,14,11,13,"ND",13,"Sistema de Soporte de Decision",8
"1676","1","136981",16,16,16,15,15,14,15,"ND",15,"Sistema de Soporte de Decision",8
"1677","1","122070",18,18,18,18,18,18,18,"ND",18,"Sistema de Soporte de Decision",8
"1678","1","125030",9,9,9,9,9,9,9,"ND",9,"Sistema de Soporte de Decision",8
"1679","1","104624",8,8,8,8,8,7,8,"ND",8,"Sistema de Soporte de Decision",8
"1680","1","100985",14,14,14,14,14,12,14,"ND",14,"Sistema de Soporte de Decision",8
"1681","1","139782",14,15,16,15,14,14,15,"ND",15,"Sistema de Soporte de Decision",8
"1682","1","132138",14,14,14,14,14,11,13,"ND",13,"Sistema de Soporte de Decision",8
